1759276_s_at	ygeN	52.79	63.25	54.22	59.19	71.14	83.35	54.32	64.79	91.38	54.26	32.83	46.35	53.87	43.7	37.59	11.753831	54.24	50.64
1759278_at	ECs5541	28.75	28.82	23.12	28.72	28.76	13.34	29.23	33.54	31.8	28.72	28.75	28.75	31.74	28.71	27.38	2.693668	29.99	28.84
1759283_s_at	IG_1494656_1494879-r	112.2	126.4	108.42	157.18	120.59	107.11	198.79	183.73	194.09	154.42	89.37	147.51	168.91	151.57	104.09	35.44846	268.01	178.27
1759287_s_at	narX	426.99	420.19	467.58	822.09	733.76	651.05	464.07	398	387.62	889.65	1059.89	1012.08	443.97	468.21	405.44	238.99522	794.33	774.7
1759288_s_at	IG_2773043_2773939-r	15.01	19.96	17.25	20.1	19.95	19.96	20.67	23.73	20.05	19.88	19.96	19.94	21.02	19.92	19.5	1.322201	19.92	19.95
1759291_s_at	nfnB	1268.88	1252.06	1280.44	1247.28	1150.36	1312.26	2175.89	2038.7	1982.79	1590.25	1519.09	1642.05	2144.38	2199.32	2429.3	509.154824	1094.62	788.7
1759293_s_at	talB	10177.8	10550.5	9496.5	10688.6	10524.5	18510.1	8045.21	9315.03	9262.68	13360	10902.8	10118.4	8467.09	9637.35	10390.2	1663.504485	9209.6	9381.82
1759295_s_at	c1802	291.47	291.93	290.91	291.1	314.24	291.88	291.52	296.44	291.43	291.63	291.97	291.72	291.6	291.38	291.01	3.997472	291.74	291.8
1759297_s_at	IG_376536_376758-r	545.17	488.22	414.48	264.26	339.57	161.74	320.11	299.05	305.56	189.41	220.7	225.49	440.59	360.95	426.46	107.154299	247.26	222.65
1759299_s_at	tesA	2514.88	2514.31	2546.37	3713.73	3133.63	3001.73	3448.37	3214.73	2886.65	4357.32	4613.52	4644.42	3427.13	3381.35	3531.96	667.204117	3792.58	3719.07
1759302_s_at	cheW	17.53	17.97	18.1	17.94	18.12	18.11	18.11	20.58	24.59	18.13	18.14	18.12	18.12	18.11	17.97	1.231789	20.3	18.16
1759303_s_at	ccrB	429.1	404.49	495.68	426.7	375.68	367.84	369.89	411.08	342.37	272.71	265.69	227	364.78	344.41	364.15	62.192234	361.09	331.74
1759304_s_at	yciU	584.65	585.44	550.34	556.01	564.17	469.73	473.96	438.07	398.06	617.1	714.75	636.38	555.33	521.82	611.55	71.217052	504.84	577.56
1759305_s_at	yfiL	39.29	52.71	37.91	38.54	46.5	55.19	58.06	58.9	77.09	50.39	46.08	45.8	62.79	56.99	60.51	8.822916	66.63	56.14
1759307_s_at	IG_17007_17488-f	37.35	39.44	37.51	39.35	48.3	40.65	41.65	39.39	39.45	39.9	39.31	39.37	39.33	39.32	39.12	1.5758	39.37	39.36
1759309_s_at	dps	2473.13	2784.07	2481.48	8180.26	8636.73	8046.99	2288.28	2257.93	2183.44	7748.47	7441.18	6994.08	5908.9	7089.96	8076.14	2647.987654	8316.4	6773.86
1759313_s_at	menC	2402.69	2249.75	2100.95	2344.06	2488.68	2327.44	1620.5	1921.87	1867.56	2042.34	2065.8	1989.23	1688.55	1858.81	1805.83	245.720244	2080.46	2120.58
1759314_s_at	nrdF	1134.81	1019.33	901.58	557.28	599.75	427.21	896.82	996.38	1155.8	480.46	682.05	507.71	1126.23	1311.73	1393.64	312.891428	628.08	673.39
1759318_s_at	c5343	296.12	314.91	331.35	220.2	412.42	724.49	340.21	370.62	419.61	359.5	290.76	390.94	287.99	299.61	347.31	61.584134	303.41	261.07
1759321_s_at	yojI	1556.2	1519.56	1607.04	677.91	713	944.83	886.05	850.97	895.68	449.66	521.44	446.1	814.25	810.76	806.61	376.255967	587.08	669.46
1759322_at	glvC	185.01	224.49	152.53	244.37	228.85	360	242.99	263.36	351.95	240.02	96.82	185.84	226.68	185.86	152.21	49.062735	247.53	223.56
1759324_s_at	c4442	251.52	251.74	249.97	251.32	250.19	251.28	251.3	251.57	284.44	291.4	252.39	251.79	251.47	256.3	249.96	6.402038	251.43	252.02
1759328_s_at	cadC	246.26	215.08	204.94	204.3	223.32	244.53	201.66	232.79	234.56	202.83	135.14	151.95	219.17	204.13	152.12	25.24483	204.39	165.79
1759329_s_at	yeiN	79.28	93.43	79.09	93.92	92.67	121.8	86.61	85.81	96.5	104.36	74.43	85.46	84.32	74.06	69	8.944149	83.21	83.15
1759330_at	yccE	199.72	265.99	242	245.25	290.31	264.69	334.14	314.92	350.66	312.7	262.7	282.91	283.14	277.52	253.34	36.665852	349.83	315.66
1759331_s_at	yccS	114.88	78.47	98.46	73.1	79.32	230.83	71.56	68.16	63.87	74.46	66.98	57.9	63.24	76.22	106.79	23.310922	68.76	81.65
1759332_s_at	dacB	187.46	173.31	165.12	123.08	85.2	178.62	120.63	123.46	126.15	127.55	128.43	112.5	153.69	134.6	158.15	23.800485	112.31	114.98
